"slug","state","answer"
"p_of_parents_programs_offers_physical","IA","80"
"p_of_parents_satisfied_programs_physical_amount","IA","83"
"p_of_parents_satisfied_programs_physical_variety","IA","88"
"p_of_parents_physical_important","IA","71"
"p_family_child_summer_2013","IA","24"
"p_family_child_summer_2008","IA","21"
"p_family_want_summer","IA","37"
"p_of_parents_agree_summer_academic","IA","70"
"avg_hr_per_day_summer","IA","4.57"
"avg_weeks_per_summer","IA","4.52"
"avg_dollars_per_week_summer","IA","282.4"
"p_of_parents_support_public_funding_summer","IA","75"
"p_of_parents_support_public_funding_summer_2009","IA","77"
"p_of_parents_report_stem_learning_opp","IA","72"
"p_of_parents_satisfied_stem_program","IA","69"
"p_of_parents_consider_stem_as_factor","IA","51"
"p_of_parents_agree_children_gain_stem","IA","61"
"p_of_parents_agree_should_provide_stem","IA","67"
"p_of_children_in_programs_2014","KS","14.2"
"p_of_children_in_programs_2009","KS","13"
"p_of_children_in_programs_2004","KS","9"
"avg_hr_per_week_in_programs","KS","7.67"
"avg_day_per_week_in_programs","KS","3.51"
"p_of_children_would_be_enrolled_2014","KS","31.2"
"p_of_children_would_be_enrolled_2009","KS","31"
"p_of_children_would_be_enrolled_2004","KS","23"
"p_of_children_alone_2014","KS","18.5"
"p_of_children_alone_2009","KS","35"
"p_of_children_alone_2004","KS","35"
"avg_hr_per_week_alone","KS","7.68"
"reason_1_not_enrolling_child","KS","Preference for alternative activities"
"reason_2_not_enrolling_child","KS","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","KS",""
"ans_1_type_activity","KS","Opportunities for physical activity"
"p_for_ans_1_type_activity","KS","83"
"ans_2_type_activity","KS","Beverages, snacks and/or meals"
"p_for_ans_2_type_activity","KS","75"
"ans_3_type_activity","KS","Homework assistance"
"p_for_ans_3_type_activity","KS","64.6"
"ans_4_type_activity","KS","STEM learning opportunities"
"p_for_ans_4_type_activity","KS","63.3"
"ans_5_type_activity","KS","Opportunities for reading or writing"
"p_for_ans_5_type_activity","KS","54.2"
"p_of_parents_programs_excite_abt_learning","KS","53.5"
"p_of_parents_programs_help_child_gain_skills","KS","52.6"
"p_of_parents_programs_reduce_risky","KS","66.8"
"p_of_parents_support_public_funding_2014","KS","74.9"
"p_of_parents_support_public_funding_2009","KS","79"
"p_of_parents_receive_public_funding","KS","26.7"
"p_of_parents_satisfied_child_program_2014","KS","70.1"
"p_of_parents_satisfied_child_program_2009","KS","95"
"p_of_parents_satisfied_child_program_2004","KS","100"
"p_of_parents_satisfied_program_safe","KS","81"
"p_of_parents_satisfied_program_quality_of_care","KS","64.6"
"ans_1_select_program","KS","Is a safe haven"
"p_for_ans_1_select_program","KS","75.2"
"ans_2_select_program","KS","Quality of care"
"p_for_ans_2_select_program","KS","72.2"
"ans_3_select_program","KS","The hours meet my needs"
"p_for_ans_3_select_program","KS","72.2"
"ans_4_select_program","KS","Location is convenient"
"p_for_ans_4_select_program","KS","66.7"
"ans_5_select_program","KS","Physical activity opportunities"
"p_for_ans_5_select_program","KS","65.9"
"p_of_parents_program_public_school_bldg","KS","62.4"
"ans_1_program_provider","KS","Afterschool program run by a public school"
"ans_2_program_provider","KS","YMCA afterschool program"
"ans_3_program_provider","KS","Boys & Girls Club afterschool program"
"ans_4_program_provider","KS",""
"p_of_boys_program","KS","63.5"
"p_of_girls_program","KS","36.5"
"p_of_children_programs_qualify_federal_asst","KS","38.8"
"avg_dolllars_spent_per_week_program","KS","49.3"
"num_households_surveyed_2014","KS","200"
"num_children_screened_2014","KS","606"
"err_margin_households_surveyed_2014","KS","5.6"
"err_margin_children_screened_2014","KS","4.1"
"p_of_children_alone_2014_6_to_8","KS","32.8"
"p_of_children_alone_2014_9_to_12","KS","27.2"
"p_of_children_alone_2014_k_to_5","KS","1.7"
"p_of_children_in_programs_2014_6_to_8","KS","12.9"
"p_of_children_in_programs_2014_9_to_12","KS","10.1"
"p_of_children_in_programs_2014_k_to_5","KS","17.7"
"p_of_children_would_be_enrolled_2014_6_to_8","KS","25.8"
"p_of_children_would_be_enrolled_2014_9_to_12","KS","35.4"
"p_of_children_would_be_enrolled_2014_k_to_5","KS","30.4"
"is_top_ten","KS","FALSE"
"p_of_parents_working_parents_peace","KS","65"
"p_of_parents_working_parents_keep_jobs","KS","59.6"
"real_of_children_in_programs_2014","KS","70,407"
"real_of_children_would_be_enrolled_2014","KS","132,731"
"real_of_children_alone_2014","KS","91,728"
"intro_text","KS","Kansas has seen a steady increase in the percentage of children participating in an afterschool program—growing from 9 percent in 2004 to 13 percent in 2009 to 14 percent in 2014.  However, Kansas’ afterschool participation rate still falls considerably below the national average.  Parent satisfaction with various aspects of their child’s afterschool program saw some improvement from 2009 to 2014, for instance satisfaction with the program’s quality of care and variety of activities, yet parent satisfaction with their child’s afterschool program overall decreased 25 percentage points, falling below the national average.  Unmet demand for afterschool programs in Kansas holds steady from 2009 at 31 percent.  "
"p_of_parents_agree_should_provide_snacks","KS","76"
"p_of_parents_programs_offers_snacks","KS","75"
"p_of_parents_satisfied_programs_snacks","KS","63"
"p_of_parents_satisfied_healthy_snacks","KS","60"
"p_of_parents_snacks_important","KS","38"
"p_of_parents_healthy_snacks_important","KS","47"
"p_of_parents_agree_should_provide_physical","KS","79"
"p_of_parents_programs_offers_physical","KS","83"
"p_of_parents_satisfied_programs_physical_amount","KS","66"
"p_of_parents_satisfied_programs_physical_variety","KS","71"
"p_of_parents_physical_important","KS","66"
"p_family_child_summer_2013","KS","28"
"p_family_child_summer_2008","KS","23"
"p_family_want_summer","KS","44"
"p_of_parents_agree_summer_academic","KS","60"
"avg_hr_per_day_summer","KS","4.99"
"avg_weeks_per_summer","KS","5"
"avg_dollars_per_week_summer","KS","152"
"p_of_parents_support_public_funding_summer","KS","77"
"p_of_parents_support_public_funding_summer_2009","KS","80"
"p_of_parents_report_stem_learning_opp","KS","63"
"p_of_parents_satisfied_stem_program","KS","41"
"p_of_parents_consider_stem_as_factor","KS","31"
"p_of_parents_agree_children_gain_stem","KS","51"
"p_of_parents_agree_should_provide_stem","KS","58"
"p_of_children_in_programs_2014","KY","14.8"
"p_of_children_in_programs_2009","KY","12"
"p_of_children_in_programs_2004","KY","7"
"avg_hr_per_week_in_programs","KY","6.85"
"avg_day_per_week_in_programs","KY","3.47"
"p_of_children_would_be_enrolled_2014","KY","44"
"p_of_children_would_be_enrolled_2009","KY","29"
"p_of_children_would_be_enrolled_2004","KY","30"
"p_of_children_alone_2014","KY","17.9"
"p_of_children_alone_2009","KY","28"
"p_of_children_alone_2004","KY","19"
"avg_hr_per_week_alone","KY","7.34"
"reason_1_not_enrolling_child","KY","Preference for alternative activities"
"reason_2_not_enrolling_child","KY","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","KY",""
"ans_1_type_activity","KY","Opportunities for physical activity"
"p_for_ans_1_type_activity","KY","85.6"
"ans_2_type_activity","KY","Homework assistance"
"p_for_ans_2_type_activity","KY","79.2"
"ans_3_type_activity","KY","Beverages, snacks and/or meals"
"p_for_ans_3_type_activity","KY","78.1"
"ans_4_type_activity","KY","Opportunities for reading or writing"
"p_for_ans_4_type_activity","KY","74.2"
"ans_5_type_activity","KY","STEM learning opportunities"
"p_for_ans_5_type_activity","KY","72.2"
"p_of_parents_programs_excite_abt_learning","KY","59.8"
"p_of_parents_programs_help_child_gain_skills","KY","61.1"
"p_of_parents_programs_reduce_risky","KY","66.2"
"p_of_parents_support_public_funding_2014","KY","87.2"
"p_of_parents_support_public_funding_2009","KY","85"
"p_of_parents_receive_public_funding","KY","17.3"
"p_of_parents_satisfied_child_program_2014","KY","86.1"
"p_of_parents_satisfied_child_program_2009","KY","90"
"p_of_parents_satisfied_child_program_2004","KY","98"
"p_of_parents_satisfied_program_safe","KY","83.1"
"p_of_parents_satisfied_program_quality_of_care","KY","83.5"
"ans_1_select_program","KY","Quality of care"
"p_for_ans_1_select_program","KY","86.8"
"ans_2_select_program","KY","Knowledgeable and well-trained staff"
"p_for_ans_2_select_program","KY","82.5"
"ans_3_select_program","KY","My child enjoys the program"
"p_for_ans_3_select_program","KY","81.9"
"ans_4_select_program","KY","Location is convenient"
"p_for_ans_4_select_program","KY","81.7"
"ans_5_select_program","KY","Is a safe haven"
"p_for_ans_5_select_program","KY","79.6"
"p_of_parents_program_public_school_bldg","KY","83.4"
"ans_1_program_provider","KY","Afterschool program run by a public school"
"ans_2_program_provider","KY","YMCA afterschool program"
"ans_3_program_provider","KY","Boys & Girls Club afterschool program"
"ans_4_program_provider","KY",""
"p_of_boys_program","KY","50.9"
"p_of_girls_program","KY","49.1"
"p_of_children_programs_qualify_federal_asst","KY","34.6"
"avg_dolllars_spent_per_week_program","KY","92.7"
"num_households_surveyed_2014","KY","219"
"num_children_screened_2014","KY","871"
"err_margin_households_surveyed_2014","KY","4.5"
"err_margin_children_screened_2014","KY","3.4"
"p_of_children_alone_2014_6_to_8","KY","10"
"p_of_children_alone_2014_9_to_12","KY","35.5"
"p_of_children_alone_2014_k_to_5","KY",NA
"p_of_children_in_programs_2014_6_to_8","KY","15.5"
"p_of_children_in_programs_2014_9_to_12","KY","13.5"
"p_of_children_in_programs_2014_k_to_5","KY","17.2"
"p_of_children_would_be_enrolled_2014_6_to_8","KY","37.6"
"p_of_children_would_be_enrolled_2014_9_to_12","KY","31.7"
"p_of_children_would_be_enrolled_2014_k_to_5","KY","57.2"
"is_top_ten","KY","FALSE"
"p_of_parents_working_parents_peace","KY","76.1"
"p_of_parents_working_parents_keep_jobs","KY","73.4"
"real_of_children_in_programs_2014","KY","104,693"
"real_of_children_would_be_enrolled_2014","KY","265,184"
"real_of_children_alone_2014","KY","126,622"
"intro_text","KY","Kentucky continues to make progress regarding afterschool program participation, increasing from 7 percent in 2004 to 12 percent in 2009 to 15 percent in 2014.  Kentucky parent satisfaction with their child’s afterschool program’s quality of care, variety of activities and cost also saw improvements compared to 2009. "
"p_of_parents_agree_should_provide_snacks","KY","68"
"p_of_parents_programs_offers_snacks","KY","78"
"p_of_parents_satisfied_programs_snacks","KY","79"
"p_of_parents_satisfied_healthy_snacks","KY","80"
"p_of_parents_snacks_important","KY","66"
"p_of_parents_healthy_snacks_important","KY","68"
"p_of_parents_agree_should_provide_physical","KY","82"
"p_of_parents_programs_offers_physical","KY","86"
"p_of_parents_satisfied_programs_physical_amount","KY","74"
"p_of_parents_satisfied_programs_physical_variety","KY","82"
"p_of_parents_physical_important","KY","74"
"p_family_child_summer_2013","KY","30"
"p_family_child_summer_2008","KY","15"
"p_family_want_summer","KY","43"
"p_of_parents_agree_summer_academic","KY","71"
"avg_hr_per_day_summer","KY","5.42"
"avg_weeks_per_summer","KY","4.05"
"avg_dollars_per_week_summer","KY","177.1"
"p_of_parents_support_public_funding_summer","KY","91"
"p_of_parents_support_public_funding_summer_2009","KY","82"
"p_of_parents_report_stem_learning_opp","KY","72"
"p_of_parents_satisfied_stem_program","KY","66"
"p_of_parents_consider_stem_as_factor","KY","51"
"p_of_parents_agree_children_gain_stem","KY","57"
"p_of_parents_agree_should_provide_stem","KY","68"
"p_of_children_in_programs_2014","LA","14.9"
"p_of_children_in_programs_2009","LA","13"
"p_of_children_in_programs_2004","LA","15"
"avg_hr_per_week_in_programs","LA","6.78"
"avg_day_per_week_in_programs","LA","3.61"
"p_of_children_would_be_enrolled_2014","LA","38.8"
"p_of_children_would_be_enrolled_2009","LA","52"
"p_of_children_would_be_enrolled_2004","LA","30"
"p_of_children_alone_2014","LA","19"
"p_of_children_alone_2009","LA","23"
"p_of_children_alone_2004","LA","21"
"avg_hr_per_week_alone","LA","5.7"
"reason_1_not_enrolling_child","LA","Preference for alternative activities"
"reason_2_not_enrolling_child","LA","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","LA",""
"ans_1_type_activity","LA","Opportunities for physical activity"
"p_for_ans_1_type_activity","LA","80.7"
"ans_2_type_activity","LA","Beverages, snacks and/or meals"
"p_for_ans_2_type_activity","LA","76.9"
"ans_3_type_activity","LA","Opportunities for reading or writing"
"p_for_ans_3_type_activity","LA","69.9"
"ans_4_type_activity","LA","STEM learning opportunities"
"p_for_ans_4_type_activity","LA","67.3"
"ans_5_type_activity","LA","Homework assistance"
"p_for_ans_5_type_activity","LA","63.9"
"p_of_parents_programs_excite_abt_learning","LA","70.9"
"p_of_parents_programs_help_child_gain_skills","LA","70.4"
"p_of_parents_programs_reduce_risky","LA","79.4"
"p_of_parents_support_public_funding_2014","LA","86.8"
"p_of_parents_support_public_funding_2009","LA","83"
"p_of_parents_receive_public_funding","LA","5.6"
"p_of_parents_satisfied_child_program_2014","LA","90.6"
"p_of_parents_satisfied_child_program_2009","LA","90"
"p_of_parents_satisfied_child_program_2004","LA","96"
"p_of_parents_satisfied_program_safe","LA","82.4"
"p_of_parents_satisfied_program_quality_of_care","LA","88.1"
"ans_1_select_program","LA","The hours meet my needs"
"p_for_ans_1_select_program","LA","85.4"
"ans_2_select_program","LA","Is a safe haven"
"p_for_ans_2_select_program","LA","82.9"
"ans_3_select_program","LA","Physical activity opportunities"
"p_for_ans_3_select_program","LA","75.6"
"ans_4_select_program","LA","Quality of care"
"p_for_ans_4_select_program","LA","75.4"
"ans_5_select_program","LA","Location is convenient"
"p_for_ans_5_select_program","LA","73.9"
"p_of_parents_program_public_school_bldg","LA","67.6"
"ans_1_program_provider","LA","Afterschool program run by a public school"
"ans_2_program_provider","LA","Boys & Girls Club afterschool program"
"ans_3_program_provider","LA","Afterschool program run by private school"
"ans_4_program_provider","LA",""
"p_of_boys_program","LA","49.2"
"p_of_girls_program","LA","50.8"
"p_of_children_programs_qualify_federal_asst","LA","33.7"
"avg_dolllars_spent_per_week_program","LA","120.7"
"num_households_surveyed_2014","LA","200"
"num_children_screened_2014","LA","605"
"err_margin_households_surveyed_2014","LA","5.6"
"err_margin_children_screened_2014","LA","4.1"
"p_of_children_alone_2014_6_to_8","LA","11.1"
"p_of_children_alone_2014_9_to_12","LA","44.9"
"p_of_children_alone_2014_k_to_5","LA","8.6"
"p_of_children_in_programs_2014_6_to_8","LA","15"
"p_of_children_in_programs_2014_9_to_12","LA","9.2"
"p_of_children_in_programs_2014_k_to_5","LA","18.7"
"p_of_children_would_be_enrolled_2014_6_to_8","LA","43.2"
"p_of_children_would_be_enrolled_2014_9_to_12","LA","12.2"
"p_of_children_would_be_enrolled_2014_k_to_5","LA","55.4"
"is_top_ten","LA","FALSE"
"p_of_parents_working_parents_peace","LA","75.1"
"p_of_parents_working_parents_keep_jobs","LA","80.1"
"real_of_children_in_programs_2014","LA","115,540"
"real_of_children_would_be_enrolled_2014","LA","256,040"
"real_of_children_alone_2014","LA","147,333"
