slug,state,place,text
just_text_demand_children_in_afterschool,KY,text,"Most families piece together a variety of afterschool solutions, with 72% of Kentucky's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (8%); sibling care (16%); and non-parental adult care, such as a grandparent or neighbor (30%). "
p_of_children_would_be_enrolled_,KY,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,KY,text,"In 2014, 44% of Kentucky's children would participate in an afterschool program if one were available, compared to 29% in 2009 and 30% in 2004."
p_of_children_alone_,KY,title,Children unsupervised after school
p_of_children_alone_,KY,text,"In 2014, 18% of Kentucky's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,KY,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,KY,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,KY,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,KY,text,"In 2014, 10% of Kentucky's children in grades K-8 were unsupervised after school, compared to 36% in grades 9-12."
just_text_demand_unmet,KY,title,What barriers to afterschool program enrollment are Kentucky families facing?
just_text_demand_unmet,KY,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li></ul>"
p_of_parents_satisfied_child_program_,KY,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,KY,text,"In 2014, 86% of Kentucky's parents were satisfied with their child's afterschool program, compared to 90% in 2009 and 98% in 2004."
ans_1_select_program,KY,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,KY,text,<ul><li>Quality of care</li><li>Knowledgeable and well-trained staff</li><li>Their child enjoys the afterschool program</li><li>Location is convenient</li><li>Is a safe haven</li></ul>
ans_1_type_activity,KY,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,KY,text,"<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>Beverages, snacks and/or meals</li><li>Opportunities for reading or writing</li><li>STEM learning opportunities</li></ul>"
p_of_parents_satisfied_program_safe,KY,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,KY,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,KY,title,Most common afterschool program providers
ans_1_program_provider,KY,text,<ol><li>Public school</li><li>YMCAs</li><li>Boys & Girls Clubs</li></ol>
p_of_parents_program_public_school_bldg,KY,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,KY,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,KY,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,KY,text,"61% Kentucky parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,KY,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,KY,text,"66% Kentucky parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,KY,text,of Kentucky parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,KY,text,"of Kentucky parents support public funding for afterschool programs, while just 17% report receiving government assistance with the cost of afterschool."
FOOTNOTE,KY,text,"In Kentucky, 219 households and 871 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in Kentucky is 707,384, which is the foundation for all statewide projections in Kentucky After 3PM. "
p_of_children_in_programs_,LA,title,Afterschool program participation in Louisiana
p_of_children_in_programs_,LA,text,"In 2014, 15% of Louisiana's children participate in an afterschool program, compared to 13% in 2009 and 15% in 2004. "
avg_hr_per_week_in_programs,LA,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,LA,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,LA,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,LA,text,"In 2014, 19% of Louisiana's children in grades K-5 participate in an afterschool program, compared to 15% in grades 6-8 and 9% in grades 9-12."
p_of_boys_program,LA,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,LA,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,LA,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,LA,text,"Most families piece together a variety of afterschool solutions, with 63% of Louisiana's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (9%); sibling care (12%); and non-parental adult care, such as a grandparent or neighbor (29%). "
p_of_children_would_be_enrolled_,LA,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,LA,text,"In 2014, 39% of Louisiana's children would participate in an afterschool program if one were available, compared to 52% in 2009 and 30% in 2004."
p_of_children_alone_,LA,title,Children unsupervised after school
p_of_children_alone_,LA,text,"In 2014, 19% of Louisiana's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,LA,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,LA,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,LA,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,LA,text,"In 2014, 9% of Louisiana's children in grades K-5 were unsupervised after school, compared to 11% in grades 6-8 and 45% in grades 9-12."
just_text_demand_unmet,LA,title,What barriers to afterschool program enrollment are Louisiana families facing?
just_text_demand_unmet,LA,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li></ul>"
p_of_parents_satisfied_child_program_,LA,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,LA,text,"In 2014, 91% of Louisiana's parents were satisfied with their child's afterschool program, compared to 90% in 2009 and 96% in 2004."
ans_1_select_program,LA,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,LA,text,<ul><li>The hours meet parents' needs</li><li>Is a safe haven</li><li>Physical activity opportunities</li><li>Quality of care</li><li>Location is convenient</li></ul>
ans_1_type_activity,LA,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,LA,text,"<ul><li>Opportunities for physical activity</li><li>Beverages, snacks and/or meals</li><li>Opportunities for reading or writing</li><li>STEM learning opportunities </li><li>Homework assistance</li></ul>"
p_of_parents_satisfied_program_safe,LA,title,Parents satisfied with the safe environment of their child's afterschool program
